Gene	Gene.name	Tissue	nTPM	fda	fdaGeneDesc	gwcat	gwasTraits
ENSG00000125910	S1PR4	spleen	61.1	0		1	Eosinophil percentage of white cells;Sum neutrophil eosinophil counts;White blood cell count;Monocyte percentage of white cells;Granulocyte percentage of myeloid white cells
ENSG00000161929	SCIMP	spleen	49.2	0		1	Alzheimers disease;Alzheimers disease or family history of Alzheimers disease;Family history of Alzheimers disease;Alzheimers disease (late onset)
ENSG00000091490	SEL1L3	spleen	63.2	0		1	Systolic blood pressure
ENSG00000110876	SELPLG	spleen	86.6	0		1	Conduct disorder (symptom count);Acne (severe);Blood protein levels;Brain morphology (MOSTest)
ENSG00000138623	SEMA7A	spleen	60.1	0		1	Alcohol consumption (drinks per week);HDL cholesterol levels;Hypertension;Apolipoprotein A1 levels;Craniofacial microsomia
ENSG00000125089	SH3TC1	spleen	14.1	0		1	Idiopathic downbeat nystagmus;Response to metformin (IC50);Response to cognitive-behavioural therapy in major depressive disorder
ENSG00000105501	SIGLEC5	spleen	12.4	0		1	Aggressive periodontitis;Lymphocyte count;Eosinophil counts;Eosinophil percentage of white cells;Leprosy
ENSG00000168995	SIGLEC7	spleen	19.2	0		1	Blood protein levels;High light scatter reticulocyte percentage of red cells;Reticulocyte fraction of red cells
ENSG00000129450	SIGLEC9	spleen	20.7	0		1	Blood protein levels;Monocyte percentage of white cells;Granulocyte percentage of myeloid white cells;Dental caries (decayed, missing and filled tooth surfaces);Body mass index
ENSG00000101307	SIRPB1	spleen	24.5	0		1	Metabolite levels;Blood protein levels;Mean platelet volume;Lymphocyte percentage of white cells
ENSG00000196209	SIRPB2	spleen	13.1	0		1	Circulating myeloperoxidase levels (serum)
ENSG00000089012	SIRPG	spleen	9.4	0		1	Gut microbiota (bacterial taxa, hurdle binary method);Blood protein levels;Intracranial aneurysm;Meningococcal C functional antibody titers post childhood immunization
ENSG00000137078	SIT1	spleen	23.6	0		1	Adverse response to chemotherapy (neutropenia/leucopenia) (paclitaxel)
ENSG00000117090	SLAMF1	spleen	6.7	0		1	Memory decline;Multiple sclerosis;Eosinophil percentage of white cells;Eosinophil counts;Microalbuminuria
ENSG00000162739	SLAMF6	spleen	32.2	0		1	Multiple sclerosis;Blood protein levels;Graves disease;Rheumatoid arthritis
ENSG00000026751	SLAMF7	spleen	42.3	1	SLAM family member 7	1	Blood protein levels;Microalbuminuria;Inflammatory bowel disease;Multiple sclerosis
ENSG00000158714	SLAMF8	spleen	11.7	0		1	Crohns disease
ENSG00000018280	SLC11A1	spleen	46.6	0		1	Inflammatory bowel disease;Ulcerative colitis
ENSG00000160326	SLC2A6	spleen	13.3	0		1	Gut microbiota (functional units)
ENSG00000135740	SLC9A5	spleen	17.4	0		1	Refractive error;High light scatter reticulocyte count;High light scatter reticulocyte percentage of red cells;High density lipoprotein cholesterol levels;Mean spheric corpuscular volume
ENSG00000010327	STAB1	spleen	439.5	0		1	HDL cholesterol;Schizophrenia;Height;Bipolar disorder;Urinary albumin-to-creatinine ratio
ENSG00000136011	STAB2	spleen	65.9	0		1	Factor VIII levels
ENSG00000157303	SUSD3	spleen	36.3	0		1	Plateletcrit
ENSG00000059377	TBXAS1	spleen	57.8	0		1	Amyotrophic lateral sclerosis (sporadic);Heel bone mineral density;Systolic blood pressure;Cerebellum growth;Gray matter volume (schizophrenia interaction)
ENSG00000174125	TLR1	spleen	24.9	0		1	Self-reported allergy;Asthma;Alcohol consumption;Allergic disease (asthma, hay fever or eczema);Diabetes in response to antihypertensive drug treatment (treatment strategy interaction)
ENSG00000174123	TLR10	spleen	24.3	0		1	Self-reported allergy;Asthma;Diabetes in response to antihypertensive drug treatment (treatment strategy interaction);Allergic rhinitis
ENSG00000137462	TLR2	spleen	35.9	1	Toll like receptor 2	1	Body fat mass
ENSG00000174130	TLR6	spleen	9.7	0		1	Self-reported allergy;Diabetes in response to antihypertensive drug treatment (treatment strategy interaction);Allergy;Allergic sensitization;Asthma or allergic disease (pleiotropy)
ENSG00000101916	TLR8	spleen	13.3	0		1	Celiac disease
ENSG00000141524	TMC6	spleen	110.5	0		1	Hemoglobin levels;High light scatter reticulocyte count;Plateletcrit;Reticulocyte count
ENSG00000121895	TMEM156	spleen	11.1	0		1	Eosinophil counts;Eosinophil percentage of white cells;Monocyte count;Monocyte percentage of white cells;Femur bone mineral density x serum urate levels interaction
ENSG00000196932	TMEM26	spleen	8.8	0		1	Response to taxane treatment (placlitaxel);Prudent dietary pattern;Heel bone mineral density;Height
ENSG00000167664	TMIGD2	spleen	6.4	0		1	Post-bronchodilator lung function in asthma (FVC)
ENSG00000120802	TMPO	spleen	39.1	0		1	Metabolite levels
ENSG00000173535	TNFRSF10C	spleen	18.4	0		1	Eosinophil counts;White blood cell count;Myeloid white cell count;Sum neutrophil eosinophil counts;Granulocyte count
ENSG00000048462	TNFRSF17	spleen	20.3	0		1	Phenylephrine infusion rate during anesthesia;Testicular germ cell tumor;QT interval;Blood protein levels
ENSG00000028137	TNFRSF1B	spleen	53.3	0		1	Blood protein levels in cardiovascular risk;Urate levels (BMI interaction);Eosinophil counts;Eosinophil percentage of white cells;Tuberculosis
ENSG00000186827	TNFRSF4	spleen	13.3	0		1	Inflammatory bowel disease
ENSG00000102524	TNFSF13B	spleen	15.9	1	TNF superfamily member 13b	1	Metabolite levels;HDL cholesterol levels;Apolipoprotein A1 levels;White blood cell count;Plateletcrit
ENSG00000106952	TNFSF8	spleen	7.4	0		1	Eosinophil counts;Chronic inflammatory diseases (ankylosing spondylitis, Crohns disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Eosinophil percentage of granulocytes;Neutrophil percentage of granulocytes;Eosinophil percentage of white cells
ENSG00000009790	TRAF3IP3	spleen	60.1	0		1	Mean corpuscular volume;Red blood cell count;Mean corpuscular hemoglobin;Alopecia areata;Worry too long after an embarrassing experience
ENSG00000163519	TRAT1	spleen	8.5	0		1	Autoimmune thyroid disease
ENSG00000124731	TREM1	spleen	11.1	0		1	Blood protein levels;Femur bone mineral density x serum urate levels interaction
ENSG00000161911	TREML1	spleen	7.3	0		1	Metabolite levels;Blood protein levels
ENSG00000112195	TREML2	spleen	6.6	0		1	Blood protein levels;Monocyte count;Waist circumference;Calcific aortic valve stenosis
ENSG00000142185	TRPM2	spleen	18.4	0		1	Parkinsons disease;Anorectal malformation;Dental caries (decayed, missing and filled teeth)
ENSG00000110057	UNC93B1	spleen	76.7	0		1	Waist circumference adjusted for body mass index;Schizophrenia x sex interaction
ENSG00000162692	VCAM1	spleen	389.3	0		1	Sjögrens syndrome;Multiple sclerosis
ENSG00000128815	WDFY4	spleen	17.3	0		1	Airway responsiveness in chronic obstructive pulmonary disease;Systemic lupus erythematosus;Rheumatoid arthritis
ENSG00000173578	XCR1	spleen	7.2	0		1	Interferon alpha levels in systemic lupus erythematosus;Inflammatory bowel disease;Basophil count;Severe COVID-19 infection with respiratory failure (analysis I);Severe COVID-19 infection with respiratory failure (analysis II)
